Task ID,Task Name,Photo by,Action Type,Text,Environment,Taxonomy,Skill,HDF5 count,length(step),Data Size(GB),evaluation,comments,Sound data,Box URL,??,??,Date,Total steps
0072,insert_usb_into_the_three_rings_003,Shiba,Insert usb into the three rings,,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,insert,50,2000,629,?,???USB???????????????????????USB?????????????1???????????????,FALSE,https://aist.box.com/s/hw25vsyqmny4mslkouut0x62dge1h0gk,TRUE,TRUE,2024/11/10,100000
0073,lift_the_object_with_both_hands_001,Shiba,Lift the wooden board horizontally with both hands,Lift a wooden board with both hands.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,50,1000,258,?,?????????????????????????????????????????????????????????????????????,FALSE,https://aist.box.com/s/mxzfq1ms41h9ls7buaqv8atioox2lsen,TRUE,TRUE,2024/11/11,50000
0074,lift_the_object_with_both_hands_002,Shiba,Lift the metal board horizontally with both hands,Lift the metal rail with both hands.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,50,800,258,?,len800.?????????????????????????????????????,FALSE,https://aist.box.com/s/56msbyqccdug90zdhj5hgymlrq7xy2oa,TRUE,TRUE,2024/11/12,40000
0075,lift_the_object_with_both_hands_003,Shiba,Lift the big metal board horizontally with both hands,Lift the metal rail with both hands.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,50,800,258,?,len800.?????????(??????????)????????????????????????????,FALSE,https://aist.box.com/s/xvkgw0udfov7yy1fp3ytfxtc2imsnfuz,TRUE,TRUE,2024/11/14,40000
0076,lift_the_object_with_both_hands_004,Shiba,Lift the plastic tray horizontally with both hands,Lifting a white case with both hands.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,50,800,258,?,len800.?????????????????????????????????????,FALSE,https://aist.box.com/s/z09yni3y1ow7acfcgguaxh02m20i0o46,TRUE,TRUE,2024/11/21,40000
0077,lift_the_object_with_both_hands_005_01,Shiba,Lift the plastic basket horizontally with both hands,Lifting a white basket with both hands.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,50,800,258,?,len800.??????????????????????????????????????????????????????,FALSE,https://aist.box.com/s/wko48c02d4m357hd9hu753c5in6rhha2,TRUE,TRUE,2024/11/11,40000
0078,lift_the_object_with_both_hands_005_02,Shiba,Lift the plastic basket horizontally with both hands,Lifting a white basket with both hands.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,50,600,196,?,len600.???????????????????(?????????)?????????,FALSE,https://aist.box.com/s/7skrdelatrp5w2xm53ncbsifp7k8epvl,TRUE,TRUE,2024/11/21,30000
0079,lift_the_object_with_both_hands_006,Shiba,Lift the plastic basket horizontally at a low height and place it in another location,Lift the metal rail with both hands and move it towards you.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,48,800,248,?,len800.???????????????????????????3cm???6??????????????????????????,FALSE,https://aist.box.com/s/z8162obg28yrdyeherktzs32qmlmmb0i,TRUE,TRUE,2024/11/14,38400
0080,lift_the_object_with_both_hands_007,Shiba,"Lift the metal base with rails horizontally with both hands at 0, 10, and 20 degrees to the left and right",Lift the metal rail with both hands.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,50,800,258,?,len800.??????????????????????????????????10???20??5?????????????????????????,FALSE,https://aist.box.com/s/0i41y0sopp7l5ueqh5gsxgmk8ndgz7c7,TRUE,TRUE,2024/11/21,40000
0081,insert_lan_cable_into_the_hub,Shiba,Insert the LAN cable held by the right arm into the hub held by the left arm,Insert the LAN cable into the hub.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,insert,100,500,308,,???????????????????LAN?????????????,TRUE,,TRUE,TRUE,2025/01/16,50000
0082,pick_items_out_of_the_box_001,Shiba,Pick items out of the box in the plastic case with right arm,Pick an item from the plastic case.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,500,176,?,len500.10?????????????????????????????????????????????????2????????,TRUE,https://aist.box.com/s/rj501wnbrvhed7gu3zfa5862i6huq06y,TRUE,TRUE,2024/11/29,25000
0083,pick_items_out_of_the_box_002,Shiba,Pick items out of the box in the plastic case with right arm,Pick an item from the Cardboard Box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,54,600,211,?,len600.9???????????????????????????????????????????????????????????????????????????,TRUE,https://aist.box.com/s/cbhwhdlesqzffa8jprrhnn6tegkzqitz,TRUE,TRUE,2024/11/29,32400
0084,pick_items_out_of_the_box_003,Shiba,Pick items out of the box in the cardboard box with right arm,Pick an item from the Cardboard Box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,54,800,278,?,len800.6????????????????????????????????????????????,TRUE,https://aist.box.com/s/dukfqkdoty9fms7z5o3ng5aw6vb07vkv,TRUE,TRUE,2024/11/29,43200
0085,pick_items_out_of_the_box_004,Shiba,Pick items out of the box in the cardboard box with right arm random position,Pick up a random item from the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,30,500,103,?,len500.6???(??????)?????????????????????????????????????????,TRUE,https://aist.box.com/s/ux4a7el7lw8hcj8i1bd2t2y8r0h38iwg,TRUE,TRUE,2024/11/29,15000
0086,pick_items_out_of_the_box_005,Shiba,Pick items out of the box in the cardboard box with right mix data,Pick up a random item from the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,30,800,154,?,len800.??????????????????0~53?hdf5?Pick_items_out_of_the_box_003??????????????????????????????,TRUE,https://aist.box.com/s/z1vl88x41bwkzkorps4vyh475mhjq9jm,TRUE,TRUE,2024/11/29,24000
0087,display_boxes_on_shelves_001,Shiba,Display boxes on shelves with right arm,Put the item on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,52,800,267,?,len800.??????????????????????????????????????????????????,TRUE,https://aist.box.com/s/b03m4zbbcvtfnclj6zpw09c3nqihn7an,TRUE,TRUE,2024/11/29,41600
0088,display_boxes_on_shelves_002,Shiba,Display boxes on shelves with both arms,Put the item on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,52,700,235,?,len700.?????????????????????????????????????????????,TRUE,https://aist.box.com/s/l43lkzgnvioliqzal2igaiq9vf1gk7wd,TRUE,TRUE,2024/11/29,36400
0089,display_PET_bottles_on_shelves_001,Shiba,Display PET bottles on shelves with right arm,Put the plastic bottles on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,51,700,253,?,len700.???????????????3??1???????????????????????,TRUE,,TRUE,TRUE,2024/12/03,35700
0090,display_PET_bottles_on_shelves_002,Shiba,Display PET bottles on shelves with right arm,Put the plastic bottles on the shelf using both your left and right arms.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Unimanual,put,50,2600,812,?,len2600.????????????????????????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/03,130000
0091,display_cans_on_shelves_001,Shiba,Display cans on shelves with both arms,Put the can on the shelf with both arms.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Unimanual,put,50,2600,812,?,len2600.???????????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/04,130000
0092,display_cans_on_shelves_002,Shiba,Display cans on shelves with both arms,Put the can on the shelf with both arms.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Unimanual,put,50,2600,812,?,len2600.?????????????????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/05,130000
0093,display_cans_on_shelves_003,Shiba,Display cans on shelves with right arm,Put the can on the shelf with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,2000,627,?,len2000.?????(?????)???????4?2?????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/06,100000
0094,display_cans_on_shelves_004,Shiba,Display cans on shelves with left arm,Put the can on the shelf with the right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,2000,627,?,len2000.?????(?????)???????4?2???????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/09,100000
0095,block_delivery,Hayase,Grab the blue block with the left arm and pass it to the right arm and place it there.,Pass the blue block from the left arm to the right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,hand-over,200,1500,1800,?,resnet18????????????????????????????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/09,300000
0096,take_the_lid,Hayase,Use the left and right arms to open the lid.,Clamp the case lid with both hands and lift it up.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,flap-out,50,1000,320,?,??????????????????????????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/03,50000
0097,remove_box_from_case,Hayase,Use the left and right arms to remove the box from the case.,Take out the box from the case.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Unimanual,pick,50,3000,936,?,???????????????????????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/06,150000
0098,remove_box_from_case_both_hands,Hayase,Use the left and right arms to simultaneously remove two boxes from the case.,Take the box out of the case with both arms.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,pick,50,1500,474,?,??????????????????????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/11,75000
0099,remove_box_from_case_left,Hayase,Use the right arm to remove the box from the case.,Take the box out of the case with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,3000,948,?,????????????2??????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/09,150000
0100,remove_box_from_case_right,Hayase,Use the left arm to remove the box from the case.,Take the box out of the case with the right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,3000,948,?,????????????2??????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/10,150000
0101,lift_by_gripping_from_both_sides_001,Shiba,Lift the box by gripping it from both sides,Clamp the cardboard box between your arms and lift it up.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,50,500,164,?,??????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/10,25000
0102,lift_by_gripping_from_both_sides_002,Shiba,Lift the tissue box by gripping it from both sides,Clamp the tissue box between your arms and lift it up.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,50,500,164,?,??????????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/10,25000
0103,lift_by_gripping_from_both_sides_003,Shiba,Lift the bath towel by gripping it from both sides,Clamp the towel between your arms and lift it up.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,50,500,164,?,??????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/10,25000
0104,pick_the_bisco_out_of_the_box,Shiba,Pick the bisco out of the_box,Take an item out of the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,104,500,332,?,???????????????????(?)????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/11,52000
0105,place_the_bisco_into_the_box,Shiba,Place the bisco into the box,Put the items back in the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,104,500,332,?,??????????????(?)???????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/11,52000
0106,lift_with_both_arms_and_display_on_the_shelf_001,Shiba,Lift the box with both arms from the sides and place it on a shelf,Clamp the cardboard box and place it on the stand.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,81,500,165,?,??????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/12,40500
0107,lift_with_both_arms_and_display_on_the_shelf_002,Shiba,Lift the tissue box with both arms from the sides and place it on a shelf,Clamp the tissue box and place it on the stand.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,50,500,165,?,??????????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/12,25000
0108,lift_with_both_arms_and_display_on_the_shelf_003,Shiba,Lift the bath towel with both arms from the sides and place it on a shelf,Clamp the towel and place it on the stand.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,50,500,165,?,??????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/12,25000
0109,attach_rubber_to_shaft,Hayase,Grab the rubber with the right arm and hook it onto the front axis and then onto the back axis.,Hook the rubber onto the shaft.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,route,50,1500,,?,?????????????????????????????????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/12,75000
0110,insert_shaft_into_gear,Hayase,Grab the shaft with the right arm and put it into gear.,Insert the gear onto the shaft.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,insert,50,500,443,?,????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/13,25000
0111,find_hole_and_insert_into_gear,Hayase,Grab the shaft with the right arm and find the gear hole before inserting it.,Find the shaft and insert the gear.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,insert,100,500,443,?,??????????????????????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/16,50000
0112,pick_the_candy_out_of_the_box,Shiba,Pick the candy out of the_box,Take a candy out of the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,500,319,?,?????????????????????????(?)?????????????????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/17,50000
0113,place_the_candy_into_the_box,Shiba,Place the candy into the box,Put the candy back in the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,place,100,500,319,?,????????????????????(?)???????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/17,50000
0114,pick_the_calpas_out_of_the_box,Shiba,Pick the calpas out of the_box,Take a calpas out of the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,500,319,?,???????????????????????(?)?????????????????????????????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/18,50000
0115,place_the_calpas_into_the_box,Shiba,Place the calpas into the box,Put the calpas back in the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,place,100,500,319,?,??????????????????(?)???????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/18,50000
0116,pick_the_gum_out_of_the_box,Shiba,Pick the gum out of the_box,Take a gum out of the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,500,165,?,??????????????????(?)?????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/19,25000
0117,place_the_gum_into_the_box,Shiba,Place the gum into the box,Put the gum back in the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,place,50,500,165,?,?????????????(?)????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/19,25000
0118,pick_the_soyjoy_out_of_the_box,Shiba,Pick the soyjoy out of the_box,Take a soyjoy out of the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,51,500,168,?,?????SOYJOY???????????(?)????????????????????????????????????2???3????????????????????????,TRUE,,TRUE,TRUE,2024/12/19,25500
0119,place_the_soyjoy_into_the_box,Shiba,Place the soyjoy into the box,Put the soyjoy back in the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,place,51,500,168,?,?????SOYJOY??????(?)?????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/20,25500
0120,pick_the_big_thunder_out_of_the_box,Shiba,Pick the big thunder out of the_box,Take a big thunder out of the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,51,500,168,?,???????????????????????(?)?????????????????????1???2????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/20,25500
0121,place_the_big_thunder_into_the_box,Shiba,Place the big thunder into the box,Put the big thunder back in the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,place,51,500,168,?,??????????????????(?)????????????????????????1???2????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/20,25500
0122,pick_the_D_battery_out_of_the_box,Shiba,Pick the D battery out of the_box,Take a D battery out of the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,51,500,168,?,????????????????????(?)???????????????1???????????????????????????????????????????????,TRUE,,TRUE,TRUE,2024/12/23,25500
0123,place_the_D_battery_into_the_box,Shiba,Place the D battery into the box,Put the D battery back in the box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,place,51,500,168,?,???????????????(?)???????????????????????????????,TRUE,,TRUE,TRUE,2024/12/23,25500
0124,put_ionwater_on_the_shelf,Shiba,Put ionwater on the shelf,Put the ionized water on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,100,250,154,,?????????????????????,TRUE,,TRUE,TRUE,2024/12/25,25000
0125,put_toropicana_on_the_shelf,Shiba,Put toropicana on the shelf,Put the toropicana on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,100,250,154,,???????????????????,TRUE,,TRUE,TRUE,2024/12/25,25000
0126,put_healthia_on_the_shelf,Shiba,Put healthia on the shelf,Put the Helathyia on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,100,250,154,,???????????????????,TRUE,,TRUE,TRUE,2024/12/25,25000
0127,put_irophasu_on_the_shelf,Shiba,Put irphasu on the shelf,Put the Irohasu on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,100,250,154,,?????????????????,TRUE,,TRUE,TRUE,2024/12/25,25000
0128,put_cocacola_on_the_shelf,Shiba,Put cocacola on the shelf,Put the Coca-Cola on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,250,77,,???????????????????,TRUE,,TRUE,TRUE,2024/12/25,12500
0129,put_monster_on_the_shelf,Shiba,Put monster on the shelf,Put the Monster on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,250,77,,??????????????????????,TRUE,,TRUE,TRUE,2024/12/26,12500
0130,put_monsterzero_on_the_shelf,Shiba,Put monsterzero on the shelf,Put the Monster Zero on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,250,77,,????????????????????,TRUE,,TRUE,TRUE,2024/12/26,12500
0131,put_redbull_on_the_shelf,Shiba,Put redbull on the shelf,Put the Red Bull on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,250,77,,??????????????????,TRUE,,TRUE,TRUE,2024/12/26,12500
0132,put_wonda_on_the_shelf,Shiba,Put wonda on the shelf,Put the WONDA on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,250,77,,????????????????????,TRUE,,TRUE,TRUE,2024/12/26,12500
0133,put_bossrainbow_on_the_shelf,Shiba,Put bossrainbow on the shelf,Put the BOSS Rainbow on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,250,77,,?????boss?????????????,TRUE,,TRUE,TRUE,2024/12/26,12500
0134,put_D_battery_on_the_shelf,Shiba,Put D battery on the shelf,Put the D battery on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,250,77,,?????????????????,TRUE,,TRUE,TRUE,2024/12/26,12500
0135,put_bisco_on_the_shelf,Shiba,Put bisco on the shelf,Put the bisco on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,250,77,,????????????????,TRUE,,TRUE,TRUE,2024/12/26,12500
0136,put_soyjoy_on_the_shelf,Shiba,Put soyjoy on the shelf,Put the SOYJOY on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,250,77,,?????SOYJOY????????,TRUE,,TRUE,TRUE,2024/12/27,12500
0137,put_gum_on_the_shelf,Shiba,Put gum on the shelf,Put the gum on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,250,77,,???????????????????,TRUE,,TRUE,TRUE,2024/12/27,12500
0138,put_calpas_on_the_shelf,Shiba,Put calpas on the shelf,Put the salami stick on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,250,77,,????????????????????,TRUE,,TRUE,TRUE,2024/12/27,12500
0139,put_candy_on_the_shelf,Shiba,Put candy on the shelf,Put the candy on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,50,250,77,,??????????????????????,TRUE,,TRUE,TRUE,2024/12/27,12500
0140,pick_and_place_R_NONIO,Hayase,Pick up NONIO with your right hand and place it in the white case.,Put NONIO in the white case with your right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,?????NONIO??????????,TRUE,,TRUE,TRUE,2024/12/25,12500
0141,pick_and_place_R_halls_candy,Hayase,Pick up halls_candy with your right hand and place it in the white case.,Put halls_candy in the white case with your right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,?????????????????????????,TRUE,,TRUE,TRUE,2024/12/25,12500
0142,pick_and_place_R_SOYJOY,Hayase,Pick up SOYJOY with your right hand and place it in the white case.,Put SOYJOY in the white case with your right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,?????SOYJOY??????????,TRUE,,TRUE,TRUE,2024/12/25,12500
0143,pick_and_place_R_hand_cream,Hayase,Pick up hand_cream with your right hand and place it in the white case.,Put hand_cream in the white case with your right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,??????????????????????,TRUE,,TRUE,TRUE,2024/12/25,12500
0144,pick_and_place_R_VC3000,Hayase,Pick up VC3000 with your right hand and place it in the white case.,Put throat candy in the white case with your right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,?????VC3000?????????????,TRUE,,TRUE,TRUE,2024/12/25,12500
0145,pick_and_place_R_jagarico_bits,Hayase,Pick up jagarico_bits with your right hand and place it in the white case.,Put Jagariko bit in the white case with your right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,???????????????????????,TRUE,,TRUE,TRUE,2024/12/25,12500
0146,pick_and_place_R_aojiso,Hayase,Pick up aojiso with your right hand and place it in the white case.,Put Ao Jiso in the white case with your right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,?????????????????????,TRUE,,TRUE,TRUE,2024/12/26,12500
0147,pick_and_place_R_mondamin,Hayase,Pick up mondahmin with your right hand and place it in the white case.,Put Mondamin in the white case with your right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,????????????????????,TRUE,,TRUE,TRUE,2024/12/26,12500
0148,pick_and_place_R_bioreU,Hayase,Pick up bioreU with your right hand and place it in the white case.,Put Biore U in the white case with your right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,????????U??????????,TRUE,,TRUE,TRUE,2024/12/26,12500
0149,pick_and_place_R_ramune,Hayase,Pick up ramune with your right hand and place it in the white case.,Put Ramune candy in the white case with your right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,40,250,77,,??????????????????,TRUE,,TRUE,TRUE,2024/12/26,10000
0150,pick_and_place_R_dentalfloss_pick,Hayase,Pick up dentalfloss pick with your right hand and place it in the white case.,Put dentalfloss pick in the white case with your right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,??????????????????????,TRUE,,TRUE,TRUE,2024/12/26,12500
0151,pick_and_place_L_ponzu,Hayase,Pick up ponzu with your left hand and place it in the white case.,Put ponzu in the white case with your left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,??????????????????,TRUE,,TRUE,TRUE,2024/12/27,12500
0152,pick_and_place_L_samgetan,Hayase,Pick up samgetan with your left hand and place it in the white case.,Put samgyetang in the white case with your left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,????????????????????,TRUE,,TRUE,TRUE,2024/12/27,12500
0153,pick_and_place_L_bioreU,Hayase,Pick up bioreU with your left hand and place it in the white case.,Put Biore U in the white case with your left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,????????U??????????,TRUE,,TRUE,TRUE,2024/12/27,12500
0154,pick_and_place_L_tape,Hayase,Pick up tape with your left hand and place it in the white case.,Put tape in the white case with your left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,??????????????????,TRUE,,TRUE,TRUE,2024/12/27,12500
0155,pick_and_place_L_calorie_mate,Hayase,Pick up calorie_mate with your left hand and place it in the white case.,Put CalorieMate in the white case with your left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,??????????????????????,TRUE,,TRUE,TRUE,2024/12/27,12500
0156,pick_and_place_L_umaibo,Hayase,Pick up umai_bo with your left hand and place it in the white case.,Put Umaibo in the white case with your left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,???????????????????,TRUE,,TRUE,TRUE,2024/12/27,12500
